"geographic_id","county","state","age_3to17yrs_total","age_3to17_enrolled","year","fips"
"0500000US19097","Jackson County","Iowa","null","null",2020,"19097"
"0500000US19099","Jasper County","Iowa","7158","6472",2020,"19099"
"0500000US19101","Jefferson County","Iowa","null","null",2020,"19101"
"0500000US19103","Johnson County","Iowa","24572","21972",2020,"19103"
"0500000US19105","Jones County","Iowa","null","null",2020,"19105"
"0500000US19107","Keokuk County","Iowa","null","null",2020,"19107"
"0500000US19109","Kossuth County","Iowa","null","null",2020,"19109"
"0500000US19111","Lee County","Iowa","6219","5549",2020,"19111"
"0500000US19113","Linn County","Iowa","43660","39992",2020,"19113"
"0500000US19115","Louisa County","Iowa","null","null",2020,"19115"
"0500000US19117","Lucas County","Iowa","null","null",2020,"19117"
"0500000US19119","Lyon County","Iowa","null","null",2020,"19119"
"0500000US19121","Madison County","Iowa","null","null",2020,"19121"
"0500000US19123","Mahaska County","Iowa","null","null",2020,"19123"
"0500000US19125","Marion County","Iowa","6787","5988",2020,"19125"
"0500000US19127","Marshall County","Iowa","8427","7451",2020,"19127"
"0500000US19129","Mills County","Iowa","null","null",2020,"19129"
"0500000US19131","Mitchell County","Iowa","null","null",2020,"19131"
"0500000US19133","Monona County","Iowa","null","null",2020,"19133"
"0500000US19135","Monroe County","Iowa","null","null",2020,"19135"
"0500000US19137","Montgomery County","Iowa","null","null",2020,"19137"
"0500000US19139","Muscatine County","Iowa","9071","7844",2020,"19139"
"0500000US19141","O'Brien County","Iowa","null","null",2020,"19141"
"0500000US19143","Osceola County","Iowa","null","null",2020,"19143"
"0500000US19145","Page County","Iowa","null","null",2020,"19145"
"0500000US19147","Palo Alto County","Iowa","null","null",2020,"19147"
"0500000US19149","Plymouth County","Iowa","null","null",2020,"19149"
"0500000US19151","Pocahontas County","Iowa","null","null",2020,"19151"
"0500000US19153","Polk County","Iowa","99845","87870",2020,"19153"
"0500000US19155","Pottawattamie County","Iowa","18254","16267",2020,"19155"
"0500000US19157","Poweshiek County","Iowa","null","null",2020,"19157"
"0500000US19159","Ringgold County","Iowa","null","null",2020,"19159"
"0500000US19161","Sac County","Iowa","null","null",2020,"19161"
"0500000US19163","Scott County","Iowa","34386","31476",2020,"19163"
"0500000US19165","Shelby County","Iowa","null","null",2020,"19165"
"0500000US19167","Sioux County","Iowa","7874","7152",2020,"19167"
"0500000US19169","Story County","Iowa","13238","11793",2020,"19169"
"0500000US19171","Tama County","Iowa","null","null",2020,"19171"
"0500000US19173","Taylor County","Iowa","null","null",2020,"19173"
"0500000US19175","Union County","Iowa","null","null",2020,"19175"
"0500000US19177","Van Buren County","Iowa","null","null",2020,"19177"
"0500000US19179","Wapello County","Iowa","6528","5730",2020,"19179"
"0500000US19181","Warren County","Iowa","10696","9644",2020,"19181"
"0500000US19183","Washington County","Iowa","null","null",2020,"19183"
"0500000US19185","Wayne County","Iowa","null","null",2020,"19185"
"0500000US19187","Webster County","Iowa","6254","5512",2020,"19187"
"0500000US19189","Winnebago County","Iowa","null","null",2020,"19189"
"0500000US19191","Winneshiek County","Iowa","null","null",2020,"19191"
"0500000US19193","Woodbury County","Iowa","22542","19719",2020,"19193"
"0500000US19195","Worth County","Iowa","null","null",2020,"19195"
"0500000US19197","Wright County","Iowa","null","null",2020,"19197"
"0500000US20001","Allen County","Kansas","null","null",2020,"20001"
"0500000US20003","Anderson County","Kansas","null","null",2020,"20003"
"0500000US20005","Atchison County","Kansas","null","null",2020,"20005"
"0500000US20007","Barber County","Kansas","null","null",2020,"20007"
"0500000US20009","Barton County","Kansas","null","null",2020,"20009"
"0500000US20011","Bourbon County","Kansas","null","null",2020,"20011"
"0500000US20013","Brown County","Kansas","null","null",2020,"20013"
"0500000US20015","Butler County","Kansas","14959","13301",2020,"20015"
"0500000US20017","Chase County","Kansas","null","null",2020,"20017"
"0500000US20019","Chautauqua County","Kansas","null","null",2020,"20019"
"0500000US20021","Cherokee County","Kansas","null","null",2020,"20021"
"0500000US20023","Cheyenne County","Kansas","null","null",2020,"20023"
"0500000US20025","Clark County","Kansas","null","null",2020,"20025"
"0500000US20027","Clay County","Kansas","null","null",2020,"20027"
"0500000US20029","Cloud County","Kansas","null","null",2020,"20029"
"0500000US20031","Coffey County","Kansas","null","null",2020,"20031"
"0500000US20033","Comanche County","Kansas","null","null",2020,"20033"
"0500000US20035","Cowley County","Kansas","7039","6327",2020,"20035"
"0500000US20037","Crawford County","Kansas","6877","6177",2020,"20037"
"0500000US20039","Decatur County","Kansas","null","null",2020,"20039"
"0500000US20041","Dickinson County","Kansas","null","null",2020,"20041"
"0500000US20043","Doniphan County","Kansas","null","null",2020,"20043"
"0500000US20045","Douglas County","Kansas","18530","16594",2020,"20045"
"0500000US20047","Edwards County","Kansas","null","null",2020,"20047"
"0500000US20049","Elk County","Kansas","null","null",2020,"20049"
"0500000US20051","Ellis County","Kansas","null","null",2020,"20051"
"0500000US20053","Ellsworth County","Kansas","null","null",2020,"20053"
"0500000US20055","Finney County","Kansas","9206","8454",2020,"20055"
"0500000US20057","Ford County","Kansas","8285","6935",2020,"20057"
"0500000US20059","Franklin County","Kansas","null","null",2020,"20059"
"0500000US20061","Geary County","Kansas","7805","6990",2020,"20061"
"0500000US20063","Gove County","Kansas","null","null",2020,"20063"
"0500000US20065","Graham County","Kansas","null","null",2020,"20065"
"0500000US20067","Grant County","Kansas","null","null",2020,"20067"
"0500000US20069","Gray County","Kansas","null","null",2020,"20069"
"0500000US20071","Greeley County","Kansas","null","null",2020,"20071"
"0500000US20073","Greenwood County","Kansas","null","null",2020,"20073"
"0500000US20075","Hamilton County","Kansas","null","null",2020,"20075"
"0500000US20077","Harper County","Kansas","null","null",2020,"20077"
"0500000US20079","Harvey County","Kansas","6975","6122",2020,"20079"
"0500000US20081","Haskell County","Kansas","null","null",2020,"20081"
"0500000US20083","Hodgeman County","Kansas","null","null",2020,"20083"
"0500000US20085","Jackson County","Kansas","null","null",2020,"20085"
"0500000US20087","Jefferson County","Kansas","null","null",2020,"20087"
"0500000US20089","Jewell County","Kansas","null","null",2020,"20089"
"0500000US20091","Johnson County","Kansas","123828","112144",2020,"20091"
"0500000US20093","Kearny County","Kansas","null","null",2020,"20093"
"0500000US20095","Kingman County","Kansas","null","null",2020,"20095"
"0500000US20097","Kiowa County","Kansas","null","null",2020,"20097"
"0500000US20099","Labette County","Kansas","null","null",2020,"20099"
"0500000US20101","Lane County","Kansas","null","null",2020,"20101"
"0500000US20103","Leavenworth County","Kansas","16466","14635",2020,"20103"
"0500000US20105","Lincoln County","Kansas","null","null",2020,"20105"
"0500000US20107","Linn County","Kansas","null","null",2020,"20107"
"0500000US20109","Logan County","Kansas","null","null",2020,"20109"
"0500000US20111","Lyon County","Kansas","6266","5908",2020,"20111"
"0500000US20113","McPherson County","Kansas","null","null",2020,"20113"
"0500000US20115","Marion County","Kansas","null","null",2020,"20115"
"0500000US20117","Marshall County","Kansas","null","null",2020,"20117"
"0500000US20119","Meade County","Kansas","null","null",2020,"20119"
"0500000US20121","Miami County","Kansas","7156","6390",2020,"20121"
"0500000US20123","Mitchell County","Kansas","null","null",2020,"20123"
"0500000US20125","Montgomery County","Kansas","6276","5770",2020,"20125"
"0500000US20127","Morris County","Kansas","null","null",2020,"20127"
"0500000US20129","Morton County","Kansas","null","null",2020,"20129"
"0500000US20131","Nemaha County","Kansas","null","null",2020,"20131"
"0500000US20133","Neosho County","Kansas","null","null",2020,"20133"
"0500000US20135","Ness County","Kansas","null","null",2020,"20135"
"0500000US20137","Norton County","Kansas","null","null",2020,"20137"
"0500000US20139","Osage County","Kansas","null","null",2020,"20139"
"0500000US20141","Osborne County","Kansas","null","null",2020,"20141"
"0500000US20143","Ottawa County","Kansas","null","null",2020,"20143"
"0500000US20145","Pawnee County","Kansas","null","null",2020,"20145"
"0500000US20147","Phillips County","Kansas","null","null",2020,"20147"
"0500000US20149","Pottawatomie County","Kansas","5843","5209",2020,"20149"
"0500000US20151","Pratt County","Kansas","null","null",2020,"20151"
"0500000US20153","Rawlins County","Kansas","null","null",2020,"20153"
"0500000US20155","Reno County","Kansas","12033","10928",2020,"20155"
"0500000US20157","Republic County","Kansas","null","null",2020,"20157"
"0500000US20159","Rice County","Kansas","null","null",2020,"20159"
"0500000US20161","Riley County","Kansas","9291","8268",2020,"20161"
"0500000US20163","Rooks County","Kansas","null","null",2020,"20163"
"0500000US20165","Rush County","Kansas","null","null",2020,"20165"
"0500000US20167","Russell County","Kansas","null","null",2020,"20167"
"0500000US20169","Saline County","Kansas","10363","9217",2020,"20169"
"0500000US20171","Scott County","Kansas","null","null",2020,"20171"
"0500000US20173","Sedgwick County","Kansas","111779","98197",2020,"20173"
"0500000US20175","Seward County","Kansas","null","null",2020,"20175"
"0500000US20177","Shawnee County","Kansas","35469","30360",2020,"20177"
"0500000US20179","Sheridan County","Kansas","null","null",2020,"20179"
"0500000US20181","Sherman County","Kansas","null","null",2020,"20181"
"0500000US20183","Smith County","Kansas","null","null",2020,"20183"
"0500000US20185","Stafford County","Kansas","null","null",2020,"20185"
"0500000US20187","Stanton County","Kansas","null","null",2020,"20187"
"0500000US20189","Stevens County","Kansas","null","null",2020,"20189"
"0500000US20191","Sumner County","Kansas","null","null",2020,"20191"
"0500000US20193","Thomas County","Kansas","null","null",2020,"20193"
"0500000US20195","Trego County","Kansas","null","null",2020,"20195"
"0500000US20197","Wabaunsee County","Kansas","null","null",2020,"20197"
"0500000US20199","Wallace County","Kansas","null","null",2020,"20199"
"0500000US20201","Washington County","Kansas","null","null",2020,"20201"
"0500000US20203","Wichita County","Kansas","null","null",2020,"20203"
"0500000US20205","Wilson County","Kansas","null","null",2020,"20205"
"0500000US20207","Woodson County","Kansas","null","null",2020,"20207"
"0500000US20209","Wyandotte County","Kansas","37978","33611",2020,"20209"
"0500000US21001","Adair County","Kentucky","null","null",2020,"21001"
"0500000US21003","Allen County","Kentucky","null","null",2020,"21003"
"0500000US21005","Anderson County","Kentucky","null","null",2020,"21005"
"0500000US21007","Ballard County","Kentucky","null","null",2020,"21007"
"0500000US21009","Barren County","Kentucky","8905","7473",2020,"21009"
"0500000US21011","Bath County","Kentucky","null","null",2020,"21011"
"0500000US21013","Bell County","Kentucky","null","null",2020,"21013"
"0500000US21015","Boone County","Kentucky","29238","26746",2020,"21015"
"0500000US21017","Bourbon County","Kentucky","null","null",2020,"21017"
"0500000US21019","Boyd County","Kentucky","8339","7477",2020,"21019"
"0500000US21021","Boyle County","Kentucky","null","null",2020,"21021"
"0500000US21023","Bracken County","Kentucky","null","null",2020,"21023"
"0500000US21025","Breathitt County","Kentucky","null","null",2020,"21025"
"0500000US21027","Breckinridge County","Kentucky","null","null",2020,"21027"
"0500000US21029","Bullitt County","Kentucky","15441","13718",2020,"21029"
"0500000US21031","Butler County","Kentucky","null","null",2020,"21031"
"0500000US21033","Caldwell County","Kentucky","null","null",2020,"21033"
"0500000US21035","Calloway County","Kentucky","5798","4947",2020,"21035"
"0500000US21037","Campbell County","Kentucky","16347","14597",2020,"21037"
"0500000US21039","Carlisle County","Kentucky","null","null",2020,"21039"
"0500000US21041","Carroll County","Kentucky","null","null",2020,"21041"
"0500000US21043","Carter County","Kentucky","null","null",2020,"21043"
"0500000US21045","Casey County","Kentucky","null","null",2020,"21045"
"0500000US21047","Christian County","Kentucky","15262","13050",2020,"21047"
"0500000US21049","Clark County","Kentucky","6699","6114",2020,"21049"
"0500000US21051","Clay County","Kentucky","null","null",2020,"21051"
"0500000US21053","Clinton County","Kentucky","null","null",2020,"21053"
"0500000US21055","Crittenden County","Kentucky","null","null",2020,"21055"
"0500000US21057","Cumberland County","Kentucky","null","null",2020,"21057"
"0500000US21059","Daviess County","Kentucky","20690","18810",2020,"21059"
"0500000US21061","Edmonson County","Kentucky","null","null",2020,"21061"
"0500000US21063","Elliott County","Kentucky","null","null",2020,"21063"
"0500000US21065","Estill County","Kentucky","null","null",2020,"21065"
"0500000US21067","Fayette County","Kentucky","55110","49513",2020,"21067"
"0500000US21069","Fleming County","Kentucky","null","null",2020,"21069"
"0500000US21071","Floyd County","Kentucky","6412","5611",2020,"21071"
"0500000US21073","Franklin County","Kentucky","8875","7981",2020,"21073"
"0500000US21075","Fulton County","Kentucky","null","null",2020,"21075"
"0500000US21077","Gallatin County","Kentucky","null","null",2020,"21077"
"0500000US21079","Garrard County","Kentucky","null","null",2020,"21079"
"0500000US21081","Grant County","Kentucky","null","null",2020,"21081"
"0500000US21083","Graves County","Kentucky","7578","6587",2020,"21083"
"0500000US21085","Grayson County","Kentucky","null","null",2020,"21085"
"0500000US21087","Green County","Kentucky","null","null",2020,"21087"
"0500000US21089","Greenup County","Kentucky","6676","5839",2020,"21089"
"0500000US21091","Hancock County","Kentucky","null","null",2020,"21091"
"0500000US21093","Hardin County","Kentucky","22344","19877",2020,"21093"
"0500000US21095","Harlan County","Kentucky","null","null",2020,"21095"
"0500000US21097","Harrison County","Kentucky","null","null",2020,"21097"
"0500000US21099","Hart County","Kentucky","null","null",2020,"21099"
"0500000US21101","Henderson County","Kentucky","8762","7509",2020,"21101"
"0500000US21103","Henry County","Kentucky","null","null",2020,"21103"
"0500000US21105","Hickman County","Kentucky","null","null",2020,"21105"
"0500000US21107","Hopkins County","Kentucky","8684","7715",2020,"21107"
"0500000US21109","Jackson County","Kentucky","null","null",2020,"21109"
"0500000US21111","Jefferson County","Kentucky","140845","123677",2020,"21111"
"0500000US21113","Jessamine County","Kentucky","11129","9836",2020,"21113"
"0500000US21115","Johnson County","Kentucky","null","null",2020,"21115"
"0500000US21117","Kenton County","Kentucky","33322","30009",2020,"21117"
"0500000US21119","Knott County","Kentucky","null","null",2020,"21119"
"0500000US21121","Knox County","Kentucky","6044","5252",2020,"21121"
"0500000US21123","Larue County","Kentucky","null","null",2020,"21123"
"0500000US21125","Laurel County","Kentucky","11889","10436",2020,"21125"
"0500000US21127","Lawrence County","Kentucky","null","null",2020,"21127"
"0500000US21129","Lee County","Kentucky","null","null",2020,"21129"
"0500000US21131","Leslie County","Kentucky","null","null",2020,"21131"
"0500000US21133","Letcher County","Kentucky","null","null",2020,"21133"
"0500000US21135","Lewis County","Kentucky","null","null",2020,"21135"
"0500000US21137","Lincoln County","Kentucky","null","null",2020,"21137"
"0500000US21139","Livingston County","Kentucky","null","null",2020,"21139"
"0500000US21141","Logan County","Kentucky","null","null",2020,"21141"
"0500000US21143","Lyon County","Kentucky","null","null",2020,"21143"
"0500000US21145","McCracken County","Kentucky","12126","10778",2020,"21145"
"0500000US21147","McCreary County","Kentucky","null","null",2020,"21147"
"0500000US21149","McLean County","Kentucky","null","null",2020,"21149"
"0500000US21151","Madison County","Kentucky","16092","14135",2020,"21151"
"0500000US21153","Magoffin County","Kentucky","null","null",2020,"21153"
"0500000US21155","Marion County","Kentucky","null","null",2020,"21155"
"0500000US21157","Marshall County","Kentucky","null","null",2020,"21157"
"0500000US21159","Martin County","Kentucky","null","null",2020,"21159"
"0500000US21161","Mason County","Kentucky","null","null",2020,"21161"
"0500000US21163","Meade County","Kentucky","null","null",2020,"21163"
"0500000US21165","Menifee County","Kentucky","null","null",2020,"21165"
"0500000US21167","Mercer County","Kentucky","null","null",2020,"21167"
"0500000US21169","Metcalfe County","Kentucky","null","null",2020,"21169"
"0500000US21171","Monroe County","Kentucky","null","null",2020,"21171"
"0500000US21173","Montgomery County","Kentucky","null","null",2020,"21173"
"0500000US21175","Morgan County","Kentucky","null","null",2020,"21175"
"0500000US21177","Muhlenberg County","Kentucky","null","null",2020,"21177"
"0500000US21179","Nelson County","Kentucky","9309","8553",2020,"21179"
"0500000US21181","Nicholas County","Kentucky","null","null",2020,"21181"
"0500000US21183","Ohio County","Kentucky","null","null",2020,"21183"
"0500000US21185","Oldham County","Kentucky","15162","14173",2020,"21185"
"0500000US21187","Owen County","Kentucky","null","null",2020,"21187"
"0500000US21189","Owsley County","Kentucky","null","null",2020,"21189"
"0500000US21191","Pendleton County","Kentucky","null","null",2020,"21191"
"0500000US21193","Perry County","Kentucky","null","null",2020,"21193"
"0500000US21195","Pike County","Kentucky","10551","9279",2020,"21195"
"0500000US21197","Powell County","Kentucky","null","null",2020,"21197"
"0500000US21199","Pulaski County","Kentucky","12194","10429",2020,"21199"
"0500000US21201","Robertson County","Kentucky","null","null",2020,"21201"
"0500000US21203","Rockcastle County","Kentucky","null","null",2020,"21203"
"0500000US21205","Rowan County","Kentucky","null","null",2020,"21205"
"0500000US21207","Russell County","Kentucky","null","null",2020,"21207"
"0500000US21209","Scott County","Kentucky","12048","10761",2020,"21209"
"0500000US21211","Shelby County","Kentucky","9027","8099",2020,"21211"
"0500000US21213","Simpson County","Kentucky","null","null",2020,"21213"
"0500000US21215","Spencer County","Kentucky","null","null",2020,"21215"
"0500000US21217","Taylor County","Kentucky","null","null",2020,"21217"
"0500000US21219","Todd County","Kentucky","null","null",2020,"21219"
"0500000US21221","Trigg County","Kentucky","null","null",2020,"21221"
"0500000US21223","Trimble County","Kentucky","null","null",2020,"21223"
"0500000US21225","Union County","Kentucky","null","null",2020,"21225"
"0500000US21227","Warren County","Kentucky","24605","21516",2020,"21227"
"0500000US21229","Washington County","Kentucky","null","null",2020,"21229"
"0500000US21231","Wayne County","Kentucky","null","null",2020,"21231"
"0500000US21233","Webster County","Kentucky","null","null",2020,"21233"
"0500000US21235","Whitley County","Kentucky","7676","6728",2020,"21235"
"0500000US21237","Wolfe County","Kentucky","null","null",2020,"21237"
"0500000US21239","Woodford County","Kentucky","null","null",2020,"21239"
"0500000US22001","Acadia Parish","Louisiana","13265","11616",2020,"22001"
"0500000US22003","Allen Parish","Louisiana","null","null",2020,"22003"
"0500000US22005","Ascension Parish","Louisiana","28135","25718",2020,"22005"
"0500000US22007","Assumption Parish","Louisiana","null","null",2020,"22007"
"0500000US22009","Avoyelles Parish","Louisiana","7881","7397",2020,"22009"
"0500000US22011","Beauregard Parish","Louisiana","7686","6811",2020,"22011"
"0500000US22013","Bienville Parish","Louisiana","null","null",2020,"22013"
"0500000US22015","Bossier Parish","Louisiana","26257","23013",2020,"22015"
"0500000US22017","Caddo Parish","Louisiana","48350","43485",2020,"22017"
"0500000US22019","Calcasieu Parish","Louisiana","41916","37429",2020,"22019"
"0500000US22021","Caldwell Parish","Louisiana","null","null",2020,"22021"
"0500000US22023","Cameron Parish","Louisiana","null","null",2020,"22023"
"0500000US22025","Catahoula Parish","Louisiana","null","null",2020,"22025"
"0500000US22027","Claiborne Parish","Louisiana","null","null",2020,"22027"
"0500000US22029","Concordia Parish","Louisiana","null","null",2020,"22029"
"0500000US22031","De Soto Parish","Louisiana","null","null",2020,"22031"
"0500000US22033","East Baton Rouge Parish","Louisiana","83160","76805",2020,"22033"
"0500000US22035","East Carroll Parish","Louisiana","null","null",2020,"22035"
"0500000US22037","East Feliciana Parish","Louisiana","null","null",2020,"22037"
"0500000US22039","Evangeline Parish","Louisiana","6878","6227",2020,"22039"
"0500000US22041","Franklin Parish","Louisiana","null","null",2020,"22041"
"0500000US22043","Grant Parish","Louisiana","null","null",2020,"22043"
"0500000US22045","Iberia Parish","Louisiana","15508","14169",2020,"22045"
"0500000US22047","Iberville Parish","Louisiana","null","null",2020,"22047"
"0500000US22049","Jackson Parish","Louisiana","null","null",2020,"22049"
"0500000US22051","Jefferson Parish","Louisiana","79919","73059",2020,"22051"
"0500000US22053","Jefferson Davis Parish","Louisiana","6704","5972",2020,"22053"
"0500000US22055","Lafayette Parish","Louisiana","48592","43005",2020,"22055"
"0500000US22057","Lafourche Parish","Louisiana","19042","16443",2020,"22057"
"0500000US22059","LaSalle Parish","Louisiana","null","null",2020,"22059"
"0500000US22061","Lincoln Parish","Louisiana","7853","7312",2020,"22061"
"0500000US22063","Livingston Parish","Louisiana","30025","26970",2020,"22063"
"0500000US22065","Madison Parish","Louisiana","null","null",2020,"22065"
"0500000US22067","Morehouse Parish","Louisiana","null","null",2020,"22067"
"0500000US22069","Natchitoches Parish","Louisiana","7583","6648",2020,"22069"
"0500000US22071","Orleans Parish","Louisiana","64435","59386",2020,"22071"
"0500000US22073","Ouachita Parish","Louisiana","31668","28022",2020,"22073"
"0500000US22075","Plaquemines Parish","Louisiana","null","null",2020,"22075"
"0500000US22077","Pointe Coupee Parish","Louisiana","null","null",2020,"22077"
"0500000US22079","Rapides Parish","Louisiana","26965","24097",2020,"22079"
"0500000US22081","Red River Parish","Louisiana","null","null",2020,"22081"
"0500000US22083","Richland Parish","Louisiana","null","null",2020,"22083"
"0500000US22085","Sabine Parish","Louisiana","null","null",2020,"22085"
"0500000US22087","St. Bernard Parish","Louisiana","10838","9560",2020,"22087"
"0500000US22089","St. Charles Parish","Louisiana","11230","10446",2020,"22089"
"0500000US22091","St. Helena Parish","Louisiana","null","null",2020,"22091"
"0500000US22093","St. James Parish","Louisiana","null","null",2020,"22093"
"0500000US22095","St. John the Baptist Parish","Louisiana","8942","8536",2020,"22095"
"0500000US22097","St. Landry Parish","Louisiana","18281","16411",2020,"22097"
"0500000US22099","St. Martin Parish","Louisiana","10982","9860",2020,"22099"
"0500000US22101","St. Mary Parish","Louisiana","9569","8775",2020,"22101"
"0500000US22103","St. Tammany Parish","Louisiana","52774","48113",2020,"22103"
"0500000US22105","Tangipahoa Parish","Louisiana","26261","22981",2020,"22105"
"0500000US22107","Tensas Parish","Louisiana","null","null",2020,"22107"
"0500000US22109","Terrebonne Parish","Louisiana","23739","21271",2020,"22109"
"0500000US22111","Union Parish","Louisiana","null","null",2020,"22111"
"0500000US22113","Vermilion Parish","Louisiana","12791","11382",2020,"22113"
"0500000US22115","Vernon Parish","Louisiana","9832","8213",2020,"22115"
"0500000US22117","Washington Parish","Louisiana","9194","8356",2020,"22117"
"0500000US22119","Webster Parish","Louisiana","7301","6458",2020,"22119"
"0500000US22121","West Baton Rouge Parish","Louisiana","null","null",2020,"22121"
"0500000US22123","West Carroll Parish","Louisiana","null","null",2020,"22123"
"0500000US22125","West Feliciana Parish","Louisiana","null","null",2020,"22125"
"0500000US22127","Winn Parish","Louisiana","null","null",2020,"22127"
"0500000US23001","Androscoggin County","Maine","19373","17164",2020,"23001"
"0500000US23003","Aroostook County","Maine","10355","8855",2020,"23003"
"0500000US23005","Cumberland County","Maine","46543","41961",2020,"23005"
"0500000US23007","Franklin County","Maine","null","null",2020,"23007"
"0500000US23009","Hancock County","Maine","7891","7154",2020,"23009"
"0500000US23011","Kennebec County","Maine","20242","18043",2020,"23011"
"0500000US23013","Knox County","Maine","5810","4975",2020,"23013"
"0500000US23015","Lincoln County","Maine","null","null",2020,"23015"
"0500000US23017","Oxford County","Maine","9008","8272",2020,"23017"
"0500000US23019","Penobscot County","Maine","22985","20628",2020,"23019"
"0500000US23021","Piscataquis County","Maine","null","null",2020,"23021"
"0500000US23023","Sagadahoc County","Maine","null","null",2020,"23023"
"0500000US23025","Somerset County","Maine","8405","7436",2020,"23025"
"0500000US23027","Waldo County","Maine","6303","5447",2020,"23027"
"0500000US23029","Washington County","Maine","null","null",2020,"23029"
"0500000US23031","York County","Maine","32387","29430",2020,"23031"
"0500000US24001","Allegany County","Maryland","10490","9651",2020,"24001"
"0500000US24003","Anne Arundel County","Maryland","108090","99348",2020,"24003"
"0500000US24005","Baltimore County","Maryland","149952","133881",2020,"24005"
"0500000US24009","Calvert County","Maryland","18623","16724",2020,"24009"
"0500000US24011","Caroline County","Maryland","6585","5905",2020,"24011"
"0500000US24013","Carroll County","Maryland","31622","28916",2020,"24013"
"0500000US24015","Cecil County","Maryland","19714","17376",2020,"24015"
"0500000US24017","Charles County","Maryland","33377","30006",2020,"24017"
"0500000US24019","Dorchester County","Maryland","null","null",2020,"24019"
"0500000US24021","Frederick County","Maryland","50414","45762",2020,"24021"
"0500000US24023","Garrett County","Maryland","null","null",2020,"24023"
"0500000US24025","Harford County","Maryland","48177","43694",2020,"24025"
"0500000US24027","Howard County","Maryland","67007","62442",2020,"24027"
"0500000US24029","Kent County","Maryland","null","null",2020,"24029"
"0500000US24031","Montgomery County","Maryland","203941","187371",2020,"24031"
"0500000US24033","Prince George's County","Maryland","167039","148188",2020,"24033"
"0500000US24035","Queen Anne's County","Maryland","9202","8209",2020,"24035"
"0500000US24037","St. Mary's County","Maryland","23379","20895",2020,"24037"
"0500000US24039","Somerset County","Maryland","null","null",2020,"24039"
"0500000US24041","Talbot County","Maryland","null","null",2020,"24041"
"0500000US24043","Washington County","Maryland","28280","24784",2020,"24043"
"0500000US24045","Wicomico County","Maryland","18960","16656",2020,"24045"
"0500000US24047","Worcester County","Maryland","7519","7020",2020,"24047"
"0500000US24510","Baltimore city","Maryland","100883","88410",2020,"24510"
"0500000US25001","Barnstable County","Massachusetts","27339","25355",2020,"25001"
"0500000US25003","Berkshire County","Massachusetts","17758","16306",2020,"25003"
"0500000US25005","Bristol County","Massachusetts","98192","88763",2020,"25005"
"0500000US25007","Dukes County","Massachusetts","null","null",2020,"25007"
"0500000US25009","Essex County","Massachusetts","140686","127361",2020,"25009"
"0500000US25011","Franklin County","Massachusetts","10411","9680",2020,"25011"
"0500000US25013","Hampden County","Massachusetts","84539","77034",2020,"25013"
"0500000US25015","Hampshire County","Massachusetts","20238","18438",2020,"25015"
"0500000US25017","Middlesex County","Massachusetts","267648","248205",2020,"25017"
"0500000US25019","Nantucket County","Massachusetts","null","null",2020,"25019"
"0500000US25021","Norfolk County","Massachusetts","125813","116930",2020,"25021"
"0500000US25023","Plymouth County","Massachusetts","95077","87766",2020,"25023"
"0500000US25025","Suffolk County","Massachusetts","106305","96814",2020,"25025"
"0500000US25027","Worcester County","Massachusetts","147543","135446",2020,"25027"
"0500000US26001","Alcona County","Michigan","null","null",2020,"26001"
"0500000US26003","Alger County","Michigan","null","null",2020,"26003"
"0500000US26005","Allegan County","Michigan","24189","21839",2020,"26005"
"0500000US26007","Alpena County","Michigan","null","null",2020,"26007"
"0500000US26009","Antrim County","Michigan","null","null",2020,"26009"
"0500000US26011","Arenac County","Michigan","null","null",2020,"26011"
"0500000US26013","Baraga County","Michigan","null","null",2020,"26013"
"0500000US26015","Barry County","Michigan","11801","10500",2020,"26015"
"0500000US26017","Bay County","Michigan","17829","16023",2020,"26017"
"0500000US26019","Benzie County","Michigan","null","null",2020,"26019"
"0500000US26021","Berrien County","Michigan","28692","24571",2020,"26021"
"0500000US26023","Branch County","Michigan","8490","7494",2020,"26023"
"0500000US26025","Calhoun County","Michigan","25451","22442",2020,"26025"
"0500000US26027","Cass County","Michigan","9322","8026",2020,"26027"
"0500000US26029","Charlevoix County","Michigan","null","null",2020,"26029"
"0500000US26031","Cheboygan County","Michigan","null","null",2020,"26031"
"0500000US26033","Chippewa County","Michigan","null","null",2020,"26033"
"0500000US26035","Clare County","Michigan","null","null",2020,"26035"
"0500000US26037","Clinton County","Michigan","14800","13356",2020,"26037"
"0500000US26039","Crawford County","Michigan","null","null",2020,"26039"
"0500000US26041","Delta County","Michigan","6114","5533",2020,"26041"
"0500000US26043","Dickinson County","Michigan","null","null",2020,"26043"
"0500000US26045","Eaton County","Michigan","19397","17411",2020,"26045"
"0500000US26047","Emmet County","Michigan","null","null",2020,"26047"
"0500000US26049","Genesee County","Michigan","78130","70931",2020,"26049"
"0500000US26051","Gladwin County","Michigan","null","null",2020,"26051"
"0500000US26053","Gogebic County","Michigan","null","null",2020,"26053"
"0500000US26055","Grand Traverse County","Michigan","16395","14234",2020,"26055"
"0500000US26057","Gratiot County","Michigan","6953","6217",2020,"26057"
"0500000US26059","Hillsdale County","Michigan","8321","7072",2020,"26059"
"0500000US26061","Houghton County","Michigan","6136","5576",2020,"26061"
"0500000US26063","Huron County","Michigan","null","null",2020,"26063"
"0500000US26065","Ingham County","Michigan","47080","42587",2020,"26065"
